id,rating,createdAt,updatedAt,userId,menuitemId
411,5,2019-03-26 12:12:09,2018-05-27 03:59:18,55,1
412,1,2018-06-15 11:20:45,2019-04-28 07:21:08,22,24
413,5,2018-07-06 03:41:42,2018-09-01 22:57:50,48,10
414,2,2018-09-18 00:07:10,2019-01-04 05:10:47,44,22
415,3,2019-01-08 06:06:27,2018-12-18 10:36:54,57,1
416,5,2018-11-03 01:05:11,2019-01-14 15:36:33,105,3
417,4,2018-06-08 05:31:40,2018-10-30 20:18:56,84,4
418,4,2018-09-02 05:26:18,2018-05-12 20:26:23,149,2
419,2,2018-07-12 09:30:37,2018-07-20 07:08:24,68,10
420,4,2018-12-28 04:50:39,2018-07-24 01:21:35,41,13
421,1,2019-04-25 03:39:42,2019-03-18 22:59:39,92,4
422,5,2018-10-17 04:57:26,2019-05-01 12:48:12,41,8
423,4,2018-12-05 00:09:34,2018-10-06 11:57:30,102,20
424,4,2018-06-27 18:51:31,2018-12-30 05:39:05,59,3
425,2,2018-05-15 06:12:15,2018-10-06 21:40:51,86,14
426,5,2019-04-08 10:59:31,2019-04-15 21:46:54,119,7
427,1,2019-02-12 20:17:24,2018-06-20 22:46:58,14,9
428,1,2018-10-26 12:05:18,2018-08-26 04:18:15,4,6
429,2,2019-03-27 08:09:38,2018-07-27 13:39:28,57,9
430,5,2018-09-27 05:39:32,2018-12-06 02:07:22,165,5
431,1,2018-10-28 06:11:36,2019-04-03 18:07:29,42,7
432,1,2018-06-26 18:29:52,2018-06-26 04:27:36,21,19
433,4,2019-02-01 23:47:38,2018-07-27 15:59:53,171,4
434,4,2019-04-16 01:49:49,2018-10-01 00:57:13,117,4
435,3,2018-07-25 04:19:15,2019-02-24 00:00:50,94,7
436,3,2019-02-21 06:06:10,2018-06-04 22:13:57,6,18
437,1,2019-01-04 16:10:01,2018-07-10 15:33:49,15,11
438,4,2018-05-26 09:44:36,2018-10-07 14:21:37,123,1
439,1,2018-09-25 19:35:38,2018-06-13 19:51:47,76,3
440,5,2018-09-13 01:30:36,2018-05-19 10:36:17,196,21
441,4,2019-05-06 12:34:13,2019-05-06 10:49:40,84,11
442,4,2019-03-25 16:01:59,2019-04-12 05:36:46,120,17
443,1,2018-07-15 19:31:02,2019-01-27 00:08:27,176,9
444,4,2018-10-02 21:25:44,2018-05-11 06:10:45,153,23
445,3,2018-10-25 05:19:41,2018-07-17 22:37:46,45,12
446,2,2019-03-26 13:40:14,2018-08-03 11:59:42,80,11
447,2,2019-03-13 15:02:14,2018-09-24 15:06:17,160,24
448,1,2018-06-06 00:49:23,2019-01-18 19:48:02,2,2
449,5,2019-02-10 15:53:23,2018-07-13 14:51:10,22,23
450,2,2019-04-06 17:23:22,2019-04-26 22:27:57,35,23
451,4,2018-06-21 19:25:20,2018-06-22 07:03:26,146,11
452,2,2018-09-15 05:07:27,2019-02-17 03:19:52,118,22
453,3,2019-04-16 22:33:04,2018-06-15 16:08:10,172,18
454,3,2018-12-01 13:59:12,2018-08-16 16:35:53,186,15
455,5,2018-10-29 18:02:24,2019-03-29 12:01:24,102,2
456,3,2019-01-23 16:58:38,2018-06-12 06:49:22,172,13
457,5,2019-04-30 04:18:09,2019-02-01 17:51:26,1,4
458,1,2018-10-18 15:29:04,2018-09-12 07:43:25,177,3
459,1,2018-08-16 04:56:42,2018-12-03 02:27:48,180,16
460,2,2019-01-18 08:55:59,2019-03-12 23:07:08,39,12
461,3,2018-09-07 15:30:55,2018-10-31 04:19:22,4,22
462,2,2018-06-25 20:26:15,2018-08-01 02:27:32,59,5
463,3,2018-07-03 00:37:25,2018-07-24 07:36:14,79,7
464,5,2019-01-30 07:43:03,2018-06-23 10:43:34,59,7
465,4,2018-09-10 06:55:55,2018-08-11 21:10:56,62,22
466,3,2018-08-24 16:16:12,2019-05-01 21:45:02,114,14
467,4,2018-07-26 17:08:43,2019-03-13 08:30:47,42,10
468,3,2018-07-12 00:04:01,2019-02-03 12:56:26,73,12
469,4,2018-08-13 08:25:45,2018-10-28 18:45:00,32,4
470,4,2018-12-27 15:28:28,2018-11-12 15:49:03,144,2
471,5,2018-06-17 01:00:08,2018-06-24 03:44:06,53,8
472,3,2019-01-18 15:56:46,2019-02-22 20:24:39,30,8
473,4,2018-08-23 09:28:08,2019-04-20 03:23:14,91,9
474,1,2018-08-27 04:57:37,2018-08-25 12:13:19,153,14
475,4,2018-09-09 12:38:33,2018-12-26 19:06:31,83,6
476,3,2018-11-22 21:40:39,2018-06-14 17:03:55,96,13
477,5,2018-09-30 09:08:11,2018-11-06 04:19:18,78,24
478,1,2018-09-03 20:45:24,2019-03-21 22:25:31,35,4
479,3,2018-06-08 23:40:03,2019-02-25 20:34:31,130,19
480,3,2019-04-01 20:16:50,2019-02-09 12:21:15,8,12
481,2,2018-11-07 13:01:13,2018-12-07 03:30:43,191,16
482,3,2019-03-21 07:15:40,2018-10-07 13:18:51,8,12
483,1,2018-06-27 17:46:56,2018-09-21 00:33:51,191,5
484,1,2019-02-22 14:42:31,2019-03-20 01:27:35,45,9
485,3,2018-11-03 03:30:33,2018-09-28 16:30:50,9,15
486,1,2018-08-28 15:31:38,2019-03-18 17:18:31,70,23
487,3,2018-11-04 21:01:08,2019-02-09 09:19:05,100,10
488,2,2018-09-13 06:32:16,2019-01-30 11:04:18,32,2
489,4,2019-03-23 18:18:45,2018-10-08 15:40:12,72,2
490,1,2018-11-07 17:12:32,2019-04-11 11:25:02,80,9
491,4,2018-11-14 02:30:40,2018-11-28 08:02:02,30,15
492,2,2018-07-20 02:57:51,2018-07-26 15:06:35,102,22
493,3,2019-01-28 00:01:57,2018-05-14 06:41:23,32,21
494,1,2018-11-10 15:26:42,2018-10-23 03:14:41,129,20
495,4,2018-08-14 02:52:52,2019-01-04 16:45:29,152,20
496,2,2018-06-16 11:10:26,2018-07-14 16:14:40,104,24
497,4,2018-11-09 09:15:01,2018-07-20 01:43:34,87,15
498,3,2018-07-15 22:33:38,2018-12-29 02:42:26,171,11
499,2,2019-01-05 01:10:08,2018-11-05 18:53:39,10,17
500,5,2019-01-13 15:26:31,2019-01-09 09:24:05,21,13
501,4,2018-06-23 11:19:41,2018-10-06 15:24:57,182,7
502,3,2019-04-23 11:13:08,2019-02-19 13:02:54,3,12
503,2,2018-06-01 20:05:35,2018-08-19 00:38:43,141,24
504,2,2018-07-17 04:26:49,2018-10-27 13:41:05,147,6
505,2,2018-06-02 16:41:22,2018-05-24 12:54:32,10,10
506,4,2018-08-28 07:15:16,2018-06-08 02:40:48,83,7
507,5,2018-10-14 01:11:36,2018-11-05 15:09:38,141,10
508,5,2018-06-25 09:44:11,2019-02-03 12:35:13,69,9
509,3,2018-06-19 13:56:48,2019-04-29 12:28:22,180,13
510,5,2019-03-27 13:05:25,2018-11-23 03:23:52,180,5
511,2,2019-03-18 05:45:51,2019-05-01 16:11:59,179,6
512,5,2018-12-24 20:30:24,2019-01-16 13:59:04,70,10
513,2,2019-04-28 17:06:10,2019-05-02 17:44:29,102,11
514,2,2019-04-04 00:52:20,2019-04-11 10:36:19,188,12
515,5,2018-09-11 06:12:19,2018-11-27 01:21:45,86,24
516,3,2018-12-15 09:57:38,2019-03-10 11:33:44,114,5
517,5,2018-05-20 18:41:15,2018-09-22 03:21:55,103,12
518,4,2019-02-04 21:58:45,2018-05-08 14:09:24,194,9
519,4,2018-08-08 05:10:01,2018-06-28 05:54:15,187,23
520,4,2019-02-27 19:01:19,2018-10-24 09:32:49,164,15
521,3,2018-08-26 01:28:53,2019-04-16 12:39:44,159,6
522,3,2019-01-15 00:59:29,2018-06-09 21:17:26,144,19
523,2,2018-05-12 08:27:20,2019-02-27 16:26:40,177,6
524,4,2019-03-03 17:41:00,2018-10-01 11:31:36,24,8
525,3,2019-01-17 22:04:01,2018-05-11 10:45:54,170,14
526,3,2019-02-14 07:04:56,2018-07-05 04:23:29,186,1
527,3,2018-07-22 02:27:43,2018-06-05 21:39:32,48,1
528,5,2018-07-27 06:27:35,2018-07-02 15:55:59,172,23
529,2,2018-10-30 05:33:55,2018-06-02 06:52:57,147,23
530,1,2019-05-02 00:38:26,2019-04-24 10:25:42,15,19
531,1,2018-12-11 10:46:42,2018-11-26 19:26:17,79,12
532,4,2018-08-24 00:57:26,2018-08-11 08:58:12,180,14
533,4,2018-10-14 14:53:39,2018-12-22 14:30:50,7,14
534,3,2018-07-03 10:38:26,2018-12-30 21:56:33,20,8
535,4,2018-07-22 07:37:41,2018-07-28 23:39:45,43,3
536,1,2019-03-11 06:59:24,2018-06-12 02:25:49,110,15
537,5,2018-10-22 04:01:44,2018-06-07 18:07:28,30,2
538,1,2018-12-12 02:47:04,2018-06-26 10:50:50,86,23
539,2,2018-09-28 10:34:08,2019-02-25 04:32:07,30,22
540,3,2018-09-28 07:28:46,2018-09-08 03:33:19,149,19
541,4,2018-10-13 15:45:22,2018-12-14 12:56:19,13,2
542,3,2018-07-09 14:15:48,2018-08-10 14:31:37,116,5
543,5,2018-12-30 05:00:56,2019-04-24 01:13:49,169,6
544,4,2018-12-26 01:33:41,2019-01-04 16:37:37,81,5
545,1,2018-09-03 04:20:13,2018-12-02 10:54:49,39,6
546,4,2019-04-06 20:08:04,2019-02-08 08:26:57,7,6
547,2,2018-11-16 16:09:27,2018-10-26 06:25:00,151,7
548,3,2019-04-16 19:15:31,2018-05-26 12:58:36,142,3
549,3,2018-12-31 21:13:31,2018-05-12 11:59:31,96,12
550,5,2019-01-06 14:21:16,2019-03-22 17:11:36,194,10
551,1,2018-06-24 08:32:03,2019-04-15 22:52:07,123,8
552,3,2018-09-12 16:33:40,2018-09-19 00:06:34,129,22
553,2,2019-03-13 12:05:20,2018-05-09 15:50:26,7,3
554,5,2018-08-18 05:58:47,2019-04-15 14:56:33,138,3
555,5,2018-08-29 22:22:40,2018-10-30 12:43:07,160,14
556,1,2019-03-10 22:32:45,2018-07-11 07:34:27,72,3
557,1,2019-03-23 06:33:09,2018-12-14 05:00:21,120,5
558,4,2018-11-07 18:24:30,2018-09-07 06:25:48,193,14
559,2,2018-12-11 04:30:52,2018-06-06 18:54:11,34,23
560,3,2018-11-07 04:13:49,2019-01-29 16:10:42,16,7
561,4,2019-03-20 09:18:47,2018-07-09 02:20:31,96,11
562,4,2019-03-08 11:14:05,2018-12-23 13:53:21,79,11
563,5,2018-12-02 08:44:13,2019-04-27 14:44:55,105,5
564,1,2018-07-26 04:18:38,2018-08-29 08:54:48,156,4
565,5,2019-02-26 07:59:30,2018-12-08 04:03:28,7,16
566,2,2018-11-27 23:29:30,2018-12-16 12:21:24,165,4
567,5,2018-07-06 00:30:19,2019-02-24 07:35:29,42,21
568,3,2018-06-03 11:56:02,2018-09-04 14:54:35,107,12
569,5,2019-02-02 05:55:15,2018-10-10 13:53:13,194,1
570,3,2018-08-28 07:50:16,2019-03-20 01:19:12,161,12
571,3,2018-08-31 21:57:17,2019-01-04 20:02:36,183,5
572,1,2018-12-21 19:18:22,2018-12-25 13:02:40,91,1
573,4,2019-01-25 15:26:55,2018-10-16 11:30:17,165,7
574,1,2018-10-17 23:29:56,2019-01-10 11:43:55,122,12
575,5,2018-11-26 04:54:41,2018-09-01 21:51:12,42,13
576,5,2018-08-22 16:47:19,2018-06-19 11:12:55,158,12
577,3,2019-03-12 23:14:24,2018-07-28 11:51:00,125,20
578,5,2019-04-02 19:48:15,2018-07-03 04:20:30,152,8
579,4,2018-12-10 19:46:31,2019-04-29 07:41:55,33,24
580,3,2018-12-27 16:03:43,2018-06-09 15:37:57,193,19
581,4,2018-05-29 03:16:40,2018-08-17 02:01:43,130,7
582,1,2018-06-02 17:39:26,2019-04-05 10:05:55,199,22
583,5,2018-07-06 07:13:57,2018-11-28 04:27:25,51,10
584,4,2018-11-30 08:57:54,2019-05-07 03:19:43,113,3
585,5,2018-09-24 20:18:52,2018-11-25 14:15:34,44,20
586,3,2019-04-04 03:07:00,2018-07-22 01:49:37,53,17
587,5,2019-03-28 17:12:30,2018-09-26 15:25:15,88,3
588,4,2019-01-05 07:03:00,2018-07-27 02:01:56,168,6
589,1,2019-05-01 22:23:10,2018-09-28 01:33:44,164,14
590,1,2018-09-19 07:49:40,2018-09-27 04:31:42,150,1
591,5,2018-08-09 23:28:04,2018-08-07 22:11:02,58,24
592,2,2019-05-05 14:20:09,2018-11-11 01:58:30,149,4
593,5,2018-11-17 22:57:05,2018-09-20 23:24:35,105,24
594,1,2018-11-11 11:52:08,2019-03-30 20:12:15,54,4
595,4,2018-07-17 14:39:38,2019-01-28 18:48:35,83,1
596,3,2018-10-22 12:49:57,2018-06-22 09:10:07,28,8
597,3,2018-09-17 19:13:30,2018-06-11 16:51:06,186,12
598,1,2018-12-23 22:43:12,2018-08-19 09:49:02,128,10
599,2,2019-01-02 08:48:30,2019-01-21 00:47:02,165,15
600,4,2019-01-04 07:54:55,2018-05-15 22:47:39,167,12
601,5,2019-02-16 14:22:03,2019-02-10 16:41:05,2,5
602,1,2018-07-19 05:08:21,2019-01-05 05:30:16,167,3
603,2,2018-10-31 14:00:28,2018-10-29 18:06:48,196,9
604,5,2019-01-05 12:21:32,2018-07-15 00:34:54,149,22
605,3,2019-04-25 22:29:52,2018-06-30 01:39:15,76,20
606,5,2018-09-03 07:57:32,2019-04-22 03:25:06,149,24
607,1,2018-05-17 11:29:05,2019-01-16 12:17:18,166,9
608,5,2018-10-19 03:13:00,2019-02-25 16:16:04,154,19
609,1,2018-08-27 12:48:58,2018-07-03 11:16:57,179,20
610,3,2018-06-09 10:14:04,2019-03-01 09:43:12,140,9
611,1,2018-09-03 11:16:15,2018-12-15 21:57:49,187,8
612,2,2018-09-21 01:26:07,2018-05-26 23:37:14,192,17
613,3,2019-03-02 14:01:28,2018-08-13 07:15:07,123,9
614,5,2018-05-26 17:05:24,2019-04-04 04:28:32,9,3
615,3,2019-01-16 10:43:54,2018-09-10 13:36:45,179,24
616,4,2018-10-21 04:48:03,2019-03-22 17:00:59,126,5
617,3,2018-12-08 10:25:08,2018-06-06 19:21:52,181,2
618,4,2018-07-08 05:27:44,2019-05-03 19:47:18,79,16
619,5,2019-03-06 11:36:50,2018-05-09 21:02:53,23,1
620,1,2018-09-08 17:34:39,2018-06-06 20:59:30,164,12
621,3,2018-11-06 11:34:11,2018-07-04 21:44:42,115,20
622,4,2018-10-30 07:29:16,2018-05-20 06:44:43,125,23
623,4,2019-03-07 15:47:15,2018-06-20 03:06:09,46,18
624,5,2018-09-25 06:25:12,2018-08-19 00:41:49,4,2
625,5,2018-10-16 19:44:47,2018-12-04 17:23:57,32,8
626,2,2018-05-31 02:25:01,2018-11-05 05:20:18,54,20
627,3,2019-04-29 07:27:46,2019-04-13 07:46:56,88,1
628,5,2019-05-03 09:23:12,2019-04-09 11:11:30,112,4
629,4,2018-06-27 07:31:03,2019-03-18 13:06:52,89,17
630,2,2018-09-04 03:05:13,2019-01-09 11:57:44,115,24
631,4,2019-03-22 12:50:54,2018-06-09 16:13:22,136,15
632,3,2019-02-16 08:14:26,2018-11-29 10:41:31,67,20
633,5,2019-02-28 11:59:53,2018-06-17 15:31:39,26,15
634,4,2018-06-11 16:37:24,2018-10-25 04:57:29,159,22
635,4,2019-03-23 12:32:45,2019-04-06 21:33:10,57,16
636,2,2018-08-01 18:09:30,2019-03-04 10:52:11,2,14
637,1,2018-08-13 21:05:26,2018-12-16 23:31:06,133,2
638,2,2018-05-21 16:00:37,2019-01-18 07:26:47,174,10
639,1,2018-08-08 21:54:26,2018-07-19 03:35:41,125,18
640,4,2018-10-28 06:23:32,2018-05-30 18:32:19,68,21
641,5,2018-08-09 14:56:16,2019-01-02 06:09:09,175,1
642,5,2018-12-19 21:57:01,2018-08-16 01:28:52,129,4
643,4,2018-08-10 04:50:38,2019-04-10 19:13:23,90,17
644,2,2018-08-22 17:52:48,2018-12-16 08:03:30,40,20
645,2,2018-11-27 03:52:28,2018-07-31 03:15:15,134,23
646,4,2019-01-23 11:44:35,2018-06-20 06:30:10,88,18
647,2,2018-11-03 12:58:57,2018-11-05 12:59:57,112,17
648,1,2018-08-11 20:18:31,2018-11-23 12:16:11,54,20
649,5,2019-03-02 10:43:54,2019-04-23 02:46:12,190,24
650,3,2018-05-27 10:20:32,2018-08-13 04:58:36,95,3
651,2,2019-01-29 07:39:14,2018-09-26 18:05:53,74,9
652,1,2018-12-29 18:12:39,2018-09-03 14:25:54,49,16
653,3,2018-05-20 17:33:29,2018-10-04 01:21:24,107,1
654,2,2018-10-29 14:36:38,2019-02-19 06:46:34,156,8
655,1,2018-09-10 22:45:00,2018-11-02 22:22:12,161,1
656,4,2018-12-06 07:26:25,2018-05-17 20:48:01,143,1
657,2,2018-12-31 04:31:46,2018-12-15 19:41:34,192,17
658,5,2018-11-05 10:36:19,2019-02-03 14:35:13,172,24
659,1,2018-08-17 20:28:15,2019-04-26 02:18:29,109,12
660,4,2018-10-14 20:22:11,2018-11-28 14:29:50,138,4
661,1,2018-12-08 20:36:34,2018-09-01 12:08:17,73,2
662,5,2018-07-07 18:19:31,2018-05-10 11:34:35,45,20
663,4,2019-04-14 17:01:42,2018-09-02 02:07:34,171,24
664,1,2018-07-08 19:56:49,2018-11-25 17:07:01,3,7
665,1,2018-05-25 18:13:07,2019-03-08 00:52:39,137,13
666,5,2019-02-17 06:10:05,2019-01-27 06:37:22,130,8
667,4,2019-01-01 00:51:16,2019-03-17 06:45:48,43,24
668,2,2018-09-03 12:06:21,2018-08-24 05:40:54,188,23
669,5,2018-08-26 19:58:33,2018-11-02 02:25:23,64,6
670,4,2018-06-18 10:13:53,2019-05-02 22:13:24,132,24
671,5,2018-11-16 15:07:32,2019-05-06 03:58:55,176,7
672,1,2018-12-20 21:17:52,2019-02-11 01:31:03,121,18
673,1,2018-09-10 19:56:59,2018-08-15 02:29:35,75,1
674,1,2018-05-22 23:55:02,2019-02-17 16:33:46,97,7
675,4,2019-04-03 17:03:17,2018-10-01 12:17:52,104,22
676,5,2018-10-25 01:23:27,2019-03-07 15:10:40,149,16
677,1,2018-09-29 07:00:50,2018-07-05 03:59:05,128,12
678,2,2018-12-28 13:04:36,2018-05-15 05:24:44,183,8
679,4,2018-08-10 11:17:12,2018-12-20 03:37:16,168,8
680,5,2018-11-27 10:08:44,2018-10-21 16:16:47,81,2
681,2,2018-05-14 10:12:32,2018-08-17 18:01:08,11,21
682,3,2019-04-05 06:48:03,2018-07-30 00:37:54,178,9
683,1,2019-05-04 05:43:43,2018-07-31 01:06:44,21,11
684,3,2018-12-05 20:32:38,2018-09-04 13:09:38,123,1
685,5,2018-05-29 09:15:39,2018-12-09 03:14:46,74,22
686,3,2018-10-30 07:26:02,2018-11-21 20:54:26,136,14
687,1,2019-02-20 00:49:25,2018-05-28 01:15:48,8,14
688,5,2018-11-20 06:18:39,2018-08-29 13:12:45,151,15
689,3,2018-06-17 10:14:45,2019-02-28 13:13:59,138,23
690,3,2018-12-28 20:25:12,2019-03-23 17:49:27,57,17
691,5,2018-06-04 14:53:46,2018-06-19 11:40:42,130,1
692,5,2019-03-14 05:22:42,2018-08-24 08:54:42,19,21
693,4,2018-06-27 22:34:55,2018-11-28 13:33:51,131,9
694,5,2018-05-25 00:15:17,2019-02-01 02:26:05,120,13
695,5,2018-11-19 07:43:21,2018-07-19 00:47:45,75,2
696,2,2018-10-31 04:41:32,2019-02-13 06:31:09,43,18
697,5,2019-04-12 23:29:29,2018-12-08 03:06:32,116,11
698,4,2018-10-21 19:54:37,2018-08-14 11:41:21,28,8
699,2,2018-12-09 13:21:50,2018-05-24 05:59:16,159,7
700,5,2018-07-14 08:09:15,2018-08-19 09:47:50,199,14
701,3,2019-03-23 13:57:07,2019-03-12 02:59:21,164,11
702,4,2018-11-10 03:27:58,2018-12-25 01:34:34,33,21
703,4,2019-04-24 01:52:09,2018-08-02 03:17:25,151,4
704,4,2019-04-19 01:37:28,2018-07-21 07:38:30,122,1
705,1,2018-08-03 06:07:51,2019-01-25 04:51:16,132,3
706,5,2018-07-08 06:59:48,2018-06-29 23:45:55,196,7
707,4,2019-03-23 17:42:06,2019-04-26 22:01:38,119,5
708,2,2018-10-22 12:18:27,2018-09-25 16:23:19,108,4
709,4,2018-08-04 03:14:46,2018-05-31 15:51:18,12,8
710,1,2018-05-15 18:09:07,2018-05-25 05:44:40,183,23
711,3,2018-10-26 21:06:18,2019-04-22 02:28:55,150,9
712,4,2019-03-15 21:41:27,2019-04-21 03:18:39,153,13
713,2,2018-05-15 07:33:22,2018-12-21 12:53:47,7,17
714,5,2018-10-09 01:14:34,2019-04-01 00:38:08,122,9
715,2,2019-01-18 14:30:57,2018-07-25 10:37:26,130,22
716,1,2019-05-06 12:41:40,2018-09-27 06:23:32,124,8
717,3,2019-05-06 17:44:11,2018-10-27 15:43:09,189,23
718,5,2018-11-24 16:52:56,2018-11-10 01:15:05,154,5
719,1,2018-07-29 09:23:35,2018-08-02 10:27:24,47,16
720,5,2018-07-13 12:01:45,2018-12-15 18:35:37,10,18
721,5,2018-10-30 19:46:52,2018-12-25 16:58:50,56,21
722,1,2018-11-22 14:09:37,2018-11-21 16:58:22,10,16
723,1,2018-10-03 20:23:19,2018-07-26 23:45:04,86,1
724,3,2018-08-18 11:17:50,2018-05-12 15:58:51,37,20
725,5,2018-11-10 22:15:01,2019-01-02 11:00:36,15,6
726,2,2019-05-06 19:39:32,2019-04-24 06:22:39,89,19
727,5,2019-04-01 09:23:44,2018-05-22 10:54:25,141,20
728,2,2018-07-05 18:38:54,2018-10-04 13:34:53,172,16
729,3,2018-07-29 16:35:05,2018-12-30 02:45:24,144,9
730,1,2019-03-27 21:19:31,2018-06-27 23:57:45,107,21
731,5,2018-08-12 00:47:04,2018-07-10 19:10:12,111,10
732,3,2019-01-22 04:40:30,2019-03-10 21:31:37,27,21
733,3,2019-04-27 05:29:25,2018-09-30 13:59:22,144,20
734,2,2018-05-26 00:03:10,2018-08-22 20:32:46,197,22
735,3,2019-04-09 00:23:14,2018-08-18 07:09:36,112,19
736,3,2018-11-26 17:04:42,2018-10-20 04:02:21,12,6
737,3,2019-01-04 06:45:20,2018-08-03 09:03:15,199,8
738,2,2018-06-07 05:27:51,2019-04-27 13:09:55,5,8
739,5,2019-01-09 10:27:43,2019-03-26 20:42:36,13,16
740,1,2019-04-04 12:19:05,2019-02-11 00:30:54,90,3
741,2,2018-06-17 00:19:01,2018-10-18 19:28:28,98,12
742,3,2018-12-06 16:50:48,2018-12-21 05:59:39,89,24
743,4,2018-12-05 23:09:27,2018-09-09 02:06:45,113,18
744,3,2018-05-18 04:40:11,2018-08-25 18:37:37,144,19
745,2,2019-03-25 07:01:29,2018-05-31 11:14:24,89,23
746,4,2019-03-15 03:25:30,2019-02-25 06:14:42,161,9
747,1,2019-02-18 10:20:08,2018-10-30 02:31:06,91,24
748,5,2018-05-11 15:00:40,2019-01-25 14:29:22,170,1
749,1,2018-05-21 11:38:59,2019-01-17 02:54:15,100,1
750,3,2018-07-19 11:15:06,2018-07-12 02:39:38,62,4
751,1,2019-03-21 16:46:12,2019-05-05 04:50:40,29,14
752,5,2018-06-12 21:03:56,2018-12-26 11:01:18,146,22
753,1,2018-08-03 18:38:30,2018-09-19 20:28:40,129,21
754,4,2019-02-12 22:25:13,2019-01-28 23:29:50,157,23
755,1,2019-01-26 20:26:04,2018-06-25 19:47:58,162,22
756,5,2018-09-16 21:16:21,2019-01-02 16:26:02,159,2
757,4,2018-12-13 16:44:56,2018-05-16 09:20:54,186,11
758,4,2019-03-29 10:09:29,2018-10-07 02:32:30,62,13
759,3,2019-01-26 16:53:55,2019-04-22 05:35:21,192,2
760,3,2018-06-12 18:02:59,2018-09-06 08:32:48,16,14
761,4,2018-12-14 05:12:19,2019-05-04 23:33:25,170,2
762,5,2018-08-11 23:11:59,2018-11-04 21:06:13,125,12
763,2,2019-04-06 09:18:05,2019-04-01 03:26:49,56,6
764,1,2018-12-22 03:35:37,2018-05-28 15:57:57,126,22
765,5,2018-06-16 04:49:32,2018-07-09 06:02:59,141,18
766,3,2018-07-25 05:59:55,2018-07-31 03:12:58,79,10
767,5,2018-07-31 03:25:36,2018-07-18 08:51:38,176,22
768,1,2019-01-05 11:12:14,2018-05-27 11:23:41,63,6
769,4,2019-03-16 15:19:31,2018-06-16 07:54:51,46,21
770,2,2019-02-01 21:47:17,2018-11-08 04:14:45,38,6
771,2,2018-08-12 02:02:26,2018-07-14 12:12:37,146,22
772,2,2018-12-22 06:16:05,2018-08-07 15:07:22,73,6
773,3,2018-11-26 00:33:30,2019-03-19 04:25:59,113,14
774,1,2018-08-29 08:05:01,2019-03-29 17:13:08,116,13
775,5,2019-02-27 19:49:34,2018-06-05 21:52:11,69,8
776,5,2018-08-11 02:52:51,2018-08-06 23:17:07,49,11
777,1,2018-09-15 20:55:23,2018-12-11 00:52:41,8,14
778,2,2018-05-16 01:23:48,2019-02-22 18:38:29,129,22
779,1,2018-12-18 09:42:11,2019-01-07 02:06:26,44,2
780,3,2018-10-07 11:45:18,2019-01-26 18:53:01,146,2
781,5,2018-06-19 17:28:18,2018-10-01 23:43:20,105,17
782,4,2018-11-26 05:38:48,2018-09-28 19:02:31,108,16
783,4,2019-01-20 21:01:58,2018-11-26 04:01:37,110,16
784,5,2018-11-19 21:22:53,2018-12-23 15:15:23,196,11
785,1,2019-04-01 23:06:53,2019-02-17 12:58:33,93,14
786,4,2019-02-02 11:14:58,2019-05-07 17:57:47,163,14
787,3,2019-03-03 15:37:08,2018-07-08 02:24:18,81,2
788,2,2018-10-10 09:58:15,2019-03-26 04:15:15,163,8
789,1,2018-09-27 21:16:40,2019-01-27 15:55:57,93,5
790,1,2019-03-27 06:49:54,2018-08-23 20:32:59,200,10
791,4,2018-08-11 13:56:02,2018-11-12 15:11:18,70,8
792,3,2018-06-06 04:30:03,2019-04-07 02:10:10,147,20
793,4,2018-11-14 07:49:47,2018-11-13 04:24:40,93,21
794,4,2018-06-22 15:34:10,2018-08-27 03:21:24,44,3
795,1,2018-06-10 21:26:51,2019-04-29 05:42:06,43,16
796,1,2018-07-26 14:54:33,2018-07-29 08:40:16,44,5
797,3,2019-03-02 17:47:59,2018-12-23 22:34:01,46,17
798,1,2018-06-14 14:56:59,2019-04-05 12:29:44,162,21
799,2,2019-02-14 01:12:26,2018-11-15 01:57:01,179,5
800,5,2019-04-03 10:14:56,2018-06-08 19:53:01,80,3
801,1,2018-10-07 16:05:49,2018-11-13 02:56:15,174,7
802,5,2018-06-03 09:03:50,2018-09-02 05:55:02,160,6
803,5,2018-11-02 01:53:15,2018-10-09 00:34:42,78,2
804,3,2018-11-16 09:54:30,2018-05-25 05:27:04,94,18
805,1,2019-01-14 09:31:02,2019-04-10 05:05:03,100,22
806,3,2018-09-27 03:01:47,2018-06-20 00:47:57,69,16
807,1,2019-04-11 10:23:30,2018-08-08 18:00:59,71,14
808,3,2018-10-04 09:17:16,2019-02-06 11:42:31,179,22
809,1,2019-04-23 05:24:38,2018-11-28 06:42:59,24,22
810,5,2018-10-25 10:38:32,2018-12-16 19:53:03,50,9
811,4,2018-08-13 03:05:25,2018-12-13 00:01:55,162,16
812,1,2018-11-02 00:14:01,2019-03-13 06:04:26,116,23
813,4,2019-03-10 04:32:16,2019-04-27 02:24:40,166,2
814,3,2018-10-28 03:36:10,2018-10-23 01:31:17,98,14
815,4,2018-08-21 23:44:58,2019-03-11 07:53:23,106,21
816,2,2018-06-09 12:22:43,2018-12-06 08:18:25,63,17
817,2,2019-02-01 10:36:58,2019-01-14 20:56:23,180,16
818,5,2018-05-29 21:49:41,2018-07-02 17:13:37,80,2
819,4,2018-12-06 09:20:08,2018-05-20 04:23:15,115,12
820,2,2019-04-29 04:18:08,2018-12-12 23:45:47,77,22
821,2,2019-04-11 04:39:48,2019-03-27 05:50:36,85,20
